,CO2_TIF:CCB_TIF_FT3020.PosSt,CO2_TIF:CCM_TIF_EHSpare01.PosSt,CO2_TIF:CCM_TIF_EHSpare02.PosSt,CO2_TIF:CCB_TIF_PT7024.PosSt,CO2_TIF:CCB_TIF_TT7024.PosSt,CO2_TIF:CCB_TIF_PT7450.PosSt,CO2_TIF:CCB_TIF_FT7524.PosSt,CO2_TIF:CCB_TIF_DT7424.PosSt,CO2_TIF:CCB_TIF_TT7424.PosSt,CO2_TIF:CCB_TIF_PT7056.PosSt,CO2_TIF:CCB_TIF_TT7056.PosSt,
,FT3020.PosSt,EHDL1.PosSt,EHDL2.PosSt,PT7024.PosSt,TT7024.PosSt,PT7450.PosSt,FT7524.PosSt,DT7424.PosSt,TT7424.PosSt,PT7056.PosSt,TT7056.PosSt,
2015/04/23 08:30:05.990,,,,,,39.230770111084,,,,,,
2015/04/23 08:30:42.990,,,,,,,,,,,17.400009155273,
2015/04/23 08:31:06.800,,,,,,,,,,39.377292633057,,
2015/04/23 08:32:26.830,,,,,17,,,,,,,
2015/04/23 08:32:44.970,,,,,,39.230770111084,,,,,,
2015/04/23 08:32:59.890,,,,39.157512664795,,,,,,39.377292633057,,
2015/04/23 08:32:59.910,,,,,,,,100.5860824585,,,,
2015/04/23 08:33:13.070,,,,,,,,,,,17.300003051758,
2015/04/23 08:34:29.360,,,,,,,,,,,17.5,
2015/04/23 08:35:43.200,,,,,,,,,,,17.5,
2015/04/23 08:36:49.570,,,,,,,,,,,17.5,
2015/04/23 08:37:50.160,,,,,,,,,,,17.5,
2015/04/23 08:38:32.870,,,,39.30403137207,,,,,,,,
2015/04/23 08:38:59.650,,,,,,,,,,,17.5,
2015/04/23 08:40:01.540,,,,,,,,,,,17.300003051758,
2015/04/23 08:41:04.710,,,,,,,,,,,17.5,
2015/04/23 08:42:04.890,,,,,,,,,,,17.5,
2015/04/23 08:42:59.870,,,,,17.199996948242,,,,,,,
2015/04/23 08:43:00.880,,,,39.30403137207,,39.230770111084,,100.5860824585,,39.413921356201,,
2015/04/23 08:43:06.170,,,,,,,,,,,17.5,
2015/04/23 08:44:09.330,,,,,,,,,,,17.5,
2015/04/23 08:45:09.810,,,,,,,,,,,17.300003051758,
2015/04/23 08:45:30.130,,,,,17.400009155273,,,,,,,
2015/04/23 08:45:31.030,,,,,17.199996948242,,,,,,,
2015/04/23 08:46:13.490,,,,,,,,,,,17.300003051758,
2015/04/23 08:46:19.780,,,,,,39.377292633057,,,,,,
2015/04/23 08:46:22.500,,,,,17.400009155273,,,,,,,
2015/04/23 08:46:35.150,,,,,17.199996948242,,,,,,,
2015/04/23 08:47:21.400,,,,,,,,,,,17.300003051758,
2015/04/23 08:47:32.210,,,,,17.400009155273,,,,,,,
2015/04/23 08:47:43.940,,,,,17.199996948242,,,,,,,
2015/04/23 08:47:52.070,,,,,17.400009155273,,,,,,,
2015/04/23 08:48:09.770,,,,,17.199996948242,,,,,,,
2015/04/23 08:48:16.190,,,,,,39.230770111084,,,,,,
2015/04/23 08:48:19.870,,,,39.157512664795,,,,,,39.30403137207,,
2015/04/23 08:48:23.880,,,,38.424911499023,17.400009155273,38.388278961182,,,,38.608058929443,,
2015/04/23 08:48:31.860,,,,,17.199996948242,,,,,,,
2015/04/23 08:48:43.900,,,,38.16849899292,,,,,,38.241760253906,,
2015/04/23 08:48:47.870,,,,,,37.948719024658,,,,,,
2015/04/23 08:48:55.860,,,,37.802200317383,,,,,,38.021980285645,,
2015/04/23 08:48:59.890,,,,,,37.728939056396,,,,,,
2015/04/23 08:49:07.870,,,,,,,,,,37.765567779541,17.100006103516,
2015/04/23 08:49:27.880,,,,37.582420349121,,,,,,,,
2015/04/23 08:49:39.890,,,,,,37.47253036499,,,,,,
2015/04/23 08:49:47.870,,,,,,,,,,37.509159088135,,
2015/04/23 08:49:55.900,,,,37.326007843018,,,,,,,,
2015/04/23 08:49:59.870,,,,,,37.216117858887,,,,,,
2015/04/23 08:50:11.870,,,,,,,,,,37.142860412598,,
2015/04/23 08:50:15.880,,,,37.032970428467,,,,,,,17.300003051758,
2015/04/23 08:50:23.870,,,,,,36.84981918335,,,,,,
2015/04/23 08:50:31.880,,,,36.776557922363,,,,,,36.84981918335,,
2015/04/23 08:50:47.850,,,,36.446887969971,,36.483516693115,,,,,,
2015/04/23 08:50:55.870,,,,,,,,,,36.556777954102,,
2015/04/23 08:51:07.860,,,,36.153846740723,,,,,,,,
2015/04/23 08:51:11.870,,,,,,36.190479278564,,,,36.227108001709,,
2015/04/23 08:51:19.880,,,,,,,,,,,17.100006103516,
2015/04/23 08:51:31.870,,,,35.897438049316,,35.934066772461,,,,36.007328033447,,
2015/04/23 08:51:47.870,,,,35.604396820068,,35.677658081055,,,,,,
2015/04/23 08:51:51.880,,,,,,,,,,35.750915527344,,
2015/04/23 08:52:07.860,,,,35.347988128662,,35.384616851807,,,,35.494506835938,,
2015/04/23 08:52:31.880,,,,35.054946899414,,35.091575622559,,,,35.201465606689,,
2015/04/23 08:52:48.860,,,,,,34.761905670166,,,,34.871795654297,,
2015/04/23 08:52:57.870,,,,34.761905670166,,,,,,,,
2015/04/23 08:53:01.870,,,,,17.199996948242,,,100.5860824585,,,17.100006103516,
2015/04/23 08:53:13.860,,,,34.50549697876,,34.542125701904,,,,34.652015686035,,
2015/04/23 08:53:21.870,,,,,17.400009155273,,,,,,,
2015/04/23 08:53:25.870,,,,,17.199996948242,,,,,,,
