,CO2_TIF:CCB_TIF_FT3020.PosSt,CO2_TIF:CCM_TIF_EHSpare01.PosSt,CO2_TIF:CCM_TIF_EHSpare02.PosSt,CO2_TIF:CCB_TIF_PT7024.PosSt,CO2_TIF:CCB_TIF_TT7024.PosSt,CO2_TIF:CCB_TIF_PT7450.PosSt,CO2_TIF:CCB_TIF_FT7524.PosSt,CO2_TIF:CCB_TIF_DT7424.PosSt,CO2_TIF:CCB_TIF_TT7424.PosSt,CO2_TIF:CCB_TIF_PT7056.PosSt,CO2_TIF:CCB_TIF_TT7056.PosSt,
,FT3020.PosSt,EHDL1.PosSt,EHDL2.PosSt,PT7024.PosSt,TT7024.PosSt,PT7450.PosSt,FT7524.PosSt,DT7424.PosSt,TT7424.PosSt,PT7056.PosSt,TT7056.PosSt,
2015/04/22 08:08:17.470,,,,,,,,,,,16,
2015/04/22 08:09:17.720,,,,,,,,,,,15.800003051758,
2015/04/22 08:10:30.030,,,,,,,,,,,16,
2015/04/22 08:11:31.980,,,,,,,,,,,15.800003051758,
2015/04/22 08:12:33.360,,,,,,,,,,,15.800003051758,
2015/04/22 08:12:58.200,,,,,,38.021980285645,,100.5860824585,,,,
2015/04/22 08:13:01.080,,,,37.948719024658,,,,,,38.131870269775,,
2015/04/22 08:13:01.830,,,,,15.699996948242,,,,,,,
2015/04/22 08:13:45.730,,,,,,,,,,,16,
2015/04/22 08:14:18.060,,,,37.985347747803,,,,,,,,
2015/04/22 08:14:46.480,,,,,,,,,,,16,
2015/04/22 08:15:31.500,,,,,,,,,,38.205131530762,,
2015/04/22 08:15:46.950,,,,,,,,,,,16,
2015/04/22 08:15:57.320,,,,,,38.095241546631,,,,,,
2015/04/22 08:16:55.150,,,,,,,,,,,16,
2015/04/22 08:17:56.070,,,,,,,,,,,16,
2015/04/22 08:18:07.880,,,,,15.900009155273,,,,,,,
2015/04/22 08:18:29.010,,,,,,38.095241546631,,,,,,
2015/04/22 08:18:57.410,,,,,,,,,,,15.800003051758,
2015/04/22 08:19:00.090,,,,,15.699996948242,,,,,,,
2015/04/22 08:19:12.740,,,,,15.900009155273,,,,,,,
2015/04/22 08:19:14.100,,,,,15.699996948242,,,,,,,
2015/04/22 08:19:19.970,,,,,15.900009155273,,,,,,,
2015/04/22 08:19:49.680,,,,,15.699996948242,,,,,,,
2015/04/22 08:19:55.540,,,,,15.900009155273,,,,,,,
2015/04/22 08:20:01.380,,,,,,,,,,,15.800003051758,
2015/04/22 08:20:07.700,,,,,15.699996948242,,,,,,,
2015/04/22 08:20:25.750,,,,,15.900009155273,,,,,,,
2015/04/22 08:20:56.870,,,,,15.699996948242,,,,,,,
2015/04/22 08:21:09.520,,,,,15.900009155273,,,,,,,
2015/04/22 08:21:18.550,,,,,15.699996948242,,,,,,,
2015/04/22 08:21:24.880,,,,,15.900009155273,,,,,,,
2015/04/22 08:21:26.700,,,,,15.699996948242,,,,,,,
2015/04/22 08:21:33.920,,,,,15.900009155273,,,,,,,
2015/04/22 08:21:37.940,,,,38.131870269775,,,,,,,,
2015/04/22 08:21:45.640,,,,,15.699996948242,,,,,,,
2015/04/22 08:21:53.750,,,,,15.900009155273,,,,,,,
2015/04/22 08:22:00.500,,,,,15.699996948242,,,,,,,
2015/04/22 08:22:00.950,,,,,,,,,,,15.800003051758,
2015/04/22 08:22:12.080,,,,,15.900009155273,,,,,,,
2015/04/22 08:23:00.070,,,,38.058609008789,,38.095241546631,,100.5860824585,,38.205131530762,,
2015/04/22 08:23:09.400,,,,,15.699996948242,,,,,,,
2015/04/22 08:23:13.910,,,,,15.900009155273,,,,,,,
2015/04/22 08:23:46.090,,,,,15.699996948242,,,,,,,
2015/04/22 08:23:47.450,,,,,15.900009155273,,,,,,,
2015/04/22 08:25:06.080,,,,37.875457763672,,,,,,38.058609008789,,
2015/04/22 08:25:07.070,,,,,,37.765567779541,,,,,,
2015/04/22 08:25:11.080,,,,37.435897827148,,37.399269104004,,,,37.582420349121,,
2015/04/22 08:25:27.080,,,,,,,,,,,15.800003051758,
2015/04/22 08:25:35.070,,,,37.142860412598,,,,,,37.289379119873,,
2015/04/22 08:25:39.060,,,,,,36.95970916748,,,,,,
2015/04/22 08:25:43.070,,,,,,,,,,37.032970428467,,
2015/04/22 08:25:47.070,,,,36.84981918335,,,,,,,,
2015/04/22 08:25:52.070,,,,,,36.593406677246,,,,36.739929199219,,
2015/04/22 08:25:57.070,,,,36.520149230957,,,,,,,,
2015/04/22 08:26:09.060,,,,36.263736724854,,36.300369262695,,,,36.373626708984,,
2015/04/22 08:26:21.080,,,,,,36.043956756592,,,,,,
2015/04/22 08:26:29.080,,,,35.970699310303,,,,,,36.117218017578,,
2015/04/22 08:26:43.300,,,,,,,,,,,15.600006103516,
2015/04/22 08:26:45.050,,,,,,35.677658081055,,,,,,
2015/04/22 08:26:53.060,,,,35.604396820068,,,,,,35.750915527344,,
2015/04/22 08:27:05.080,,,,,,35.457878112793,,,,,,
2015/04/22 08:27:14.070,,,,35.31135559082,,,,,,35.384616851807,,
2015/04/22 08:27:23.070,,,,,,35.201465606689,,,,,,
2015/04/22 08:27:28.080,,,,35.054946899414,,,,,,,,
2015/04/22 08:27:40.060,,,,,,34.945056915283,,,,35.054946899414,,
2015/04/22 08:27:56.070,,,,34.68864440918,,,,,,,,
2015/04/22 08:28:00.070,,,,,,34.725276947021,,,,,,
2015/04/22 08:28:02.700,,,,,,,,,,,15.800003051758,
2015/04/22 08:28:04.070,,,,,,,,,,34.68864440918,,
2015/04/22 08:28:16.050,,,,,,34.468864440918,,,,,,
2015/04/22 08:28:20.050,,,,34.358974456787,,,,,,,,
2015/04/22 08:28:28.060,,,,,,,,,,34.395606994629,,
2015/04/22 08:28:41.060,,,,,,34.175827026367,,,,,,
2015/04/22 08:28:45.060,,,,34.065937042236,,,,,,,,
2015/04/22 08:28:49.060,,,,,,,,,,34.139194488525,,
2015/04/22 08:28:57.080,,,,,,33.919414520264,,,,,,
2015/04/22 08:29:05.080,,,,,,,,,,,15.600006103516,
2015/04/22 08:29:13.060,,,,33.772895812988,,,,,,,,
2015/04/22 08:29:17.080,,,,,,,,,,33.846157073975,,
2015/04/22 08:29:21.070,,,,,,33.589744567871,,,,,,
2015/04/22 08:29:29.060,,,,,16.100006103516,,,,,,,
2015/04/22 08:29:33.070,,,,33.516483306885,,,,,,33.589744567871,,
2015/04/22 08:29:45.070,,,,,,33.369964599609,,,,,,
2015/04/22 08:29:57.060,,,,,,,,,,33.369964599609,,
2015/04/22 08:30:02.110,,,,33.150184631348,,,,,,,,
2015/04/22 08:30:10.070,,,,,,33.040294647217,,,,,15.800003051758,
2015/04/22 08:30:18.080,,,,,,,,,,33.113555908203,,
2015/04/22 08:30:22.080,,,,32.893775939941,,,,,,,,
2015/04/22 08:30:34.090,,,,,,32.820514678955,,,,32.8571434021,,
2015/04/22 08:30:46.090,,,,32.673992156982,,,,,,,,
2015/04/22 08:30:59.090,,,,,,32.490844726563,,,,,,
2015/04/22 08:31:03.070,,,,,15.800003051758,,,,,32.564102172852,,
2015/04/22 08:31:11.060,,,,32.417583465576,,,,,,,,
2015/04/22 08:31:15.070,,,,,,,,,,,15.800003051758,
2015/04/22 08:31:23.080,,,,,16.100006103516,32.271064758301,,,,,,
2015/04/22 08:31:27.060,,,,32.16117477417,,,,,,32.307693481445,,
2015/04/22 08:31:47.080,,,,,,31.94139289856,,,,,,
2015/04/22 08:31:51.080,,,,31.904764175415,,,,,,,,
2015/04/22 08:31:55.060,,,,,,,,,,32.087913513184,,
2015/04/22 08:32:15.070,,,,,,31.721612930298,,,,31.831502914429,,
2015/04/22 08:32:19.050,,,,31.684982299805,,,,,,,,
2015/04/22 08:32:27.070,,,,,,,,,,,15.800003051758,
2015/04/22 08:32:35.060,,,,,,31.465202331543,,,,,,
2015/04/22 08:32:39.070,,,,31.428573608398,,,,,,,,
2015/04/22 08:32:47.070,,,,,15.900009155273,,,,,31.465202331543,,
2015/04/22 08:32:59.070,,,,,,31.208791732788,,100.5860824585,,,,
2015/04/22 08:33:03.070,,,,31.172163009644,,,,,,,,
2015/04/22 08:33:15.080,,,,,,,,,,31.208791732788,,
2015/04/22 08:33:23.100,,,,,,30.989011764526,,,,,,
2015/04/22 08:33:27.060,,,,30.952383041382,,,,,,,,
2015/04/22 08:33:47.100,,,,,,30.732601165771,,,,30.842493057251,,
2015/04/22 08:33:51.100,,,,30.695972442627,,,,,,,,
2015/04/22 08:34:15.090,,,,30.439561843872,,,,,,,,
2015/04/22 08:34:19.080,,,,,,30.439561843872,,,,,,
2015/04/22 08:34:23.090,,,,,,,,,,30.549451828003,,
2015/04/22 08:34:39.080,,,,30.183151245117,,30.183151245117,,,,,,
2015/04/22 08:34:47.080,,,,,,,,,,30.293041229248,,
2015/04/22 08:35:04.080,,,,,,29.926740646362,,,,,,
2015/04/22 08:35:08.080,,,,29.963371276855,,,,,,,,
2015/04/22 08:35:12.070,,,,,,,,,,30.036630630493,,
2015/04/22 08:35:28.090,,,,29.706960678101,,,,,,,,
2015/04/22 08:35:36.090,,,,,,29.670330047607,,,,29.816850662231,,
2015/04/22 08:36:00.090,,,,29.450550079346,,,,,,,,
2015/04/22 08:36:05.070,,,,,,29.377290725708,,,,29.560440063477,,
2015/04/22 08:36:29.080,,,,29.157510757446,,,,,,29.30403137207,,
2015/04/22 08:36:41.070,,,,,,29.08424949646,,,,,,
2015/04/22 08:36:57.070,,,,28.901100158691,,,,,,,,
2015/04/22 08:37:01.070,,,,,,,,,,29.08424949646,,
2015/04/22 08:37:05.080,,,,,,28.827840805054,,,,,,
2015/04/22 08:37:21.080,,,,,,,,,,28.827840805054,,
2015/04/22 08:37:29.090,,,,28.68132019043,,,,,,,,
2015/04/22 08:37:41.080,,,,,,28.571430206299,,,,,,
2015/04/22 08:37:53.070,,,,,,,,,,28.571430206299,,
2015/04/22 08:37:57.080,,,,28.424909591675,,,,,,,,
2015/04/22 08:38:05.070,,,,,,28.351650238037,,,,,,
2015/04/22 08:38:21.070,,,,28.16849899292,,,,,,28.278388977051,,
2015/04/22 08:38:33.080,,,,,,28.095239639282,,,,,,
2015/04/22 08:38:53.060,,,,,,,,,,28.021978378296,,
2015/04/22 08:38:57.070,,,,,,27.838829040527,,,,,,
2015/04/22 08:39:01.050,,,,27.875459671021,,,,,,,,
2015/04/22 08:39:23.050,,,,,,,,,,27.802198410034,,
2015/04/22 08:39:27.060,,,,27.619049072266,,,,,,,,
2015/04/22 08:39:35.070,,,,,,27.545787811279,,,,,,
2015/04/22 08:39:59.080,,,,27.362638473511,,,,,,27.545787811279,,
2015/04/22 08:40:11.060,,,,,,27.289379119873,,,,,,
2015/04/22 08:40:23.060,,,,,,,,,,27.289379119873,,
2015/04/22 08:40:35.060,,,,27.069599151611,,,,,,,,
2015/04/22 08:40:43.070,,,,,,27.069599151611,,,,,,
2015/04/22 08:40:59.060,,,,,,,,,,27.032968521118,,
2015/04/22 08:41:11.060,,,,26.813188552856,,26.813188552856,,,,,,
2015/04/22 08:41:31.060,,,,,,,,,,26.813188552856,,
2015/04/22 08:41:44.080,,,,26.593408584595,,,,,,,,
2015/04/22 08:42:05.090,,,,26.886447906494,,,,,,27.032968521118,,
2015/04/22 08:42:15.070,,,,,16.199996948242,,,,,,,
2015/04/22 08:42:30.060,,,,26.593408584595,,26.556777954102,,,,26.666667938232,,
2015/04/22 08:42:34.080,,,,26.263736724854,,26.33699798584,,,,26.373626708984,,
2015/04/22 08:42:46.060,2.5030524730682,,,,,,,,,,,
2015/04/22 08:42:50.080,3.6324787139893,,,26.520147323608,,,,,,26.666667938232,,
2015/04/22 08:42:54.070,,,,,,26.630037307739,,,,,,
2015/04/22 08:43:01.070,,,,,15.800003051758,,,,,,15.800003051758,
2015/04/22 08:43:02.050,3.9377288818359,,,26.813188552856,,,,100.5860824585,,26.996337890625,,
2015/04/22 08:43:06.070,,,,,,26.996337890625,,,,,,
2015/04/22 08:43:10.060,3.2051281929016,,,,,,,,,,,
2015/04/22 08:43:14.080,2.4420025348663,,,27.069599151611,,,,,,,,
2015/04/22 08:43:18.070,1.3125762939453,,,,,,,,,27.289379119873,,
2015/04/22 08:43:22.080,0.18315018713474,,,,,,,,,,,
2015/04/22 08:43:25.080,,,,,15.400009155273,,,,,,,
2015/04/22 08:43:34.080,,,,27.326007843018,,27.289379119873,,,,,,
2015/04/22 08:43:42.060,,,,,,,,,,27.545787811279,,
2015/04/22 08:43:50.060,,,,27.545787811279,,27.545787811279,,,,,,
2015/04/22 08:43:58.070,,,,,,,,,,27.802198410034,,
2015/04/22 08:44:06.050,,,,,,27.802198410034,,,,,15.800003051758,
2015/04/22 08:44:10.080,,,,27.802198410034,,,,,,,,
2015/04/22 08:44:18.070,,,,,,,,,,28.095239639282,,
2015/04/22 08:44:26.040,,,,28.058609008789,,28.095239639282,,,,,,
2015/04/22 08:44:42.060,,,,,15.800003051758,,,,,28.351650238037,,
2015/04/22 08:44:50.060,,,,28.278388977051,,,,,,,,
2015/04/22 08:44:58.060,,,,,,28.388278961182,,,,,,
2015/04/22 08:45:02.070,,,,,,,,,,28.571430206299,,
2015/04/22 08:45:06.080,,,,28.534799575806,,,,,,,,
2015/04/22 08:45:19.090,,,,,,28.644689559937,,,,,16,
2015/04/22 08:45:31.080,,,,,,,,,,28.827840805054,,
2015/04/22 08:45:39.070,,,,28.791210174561,,,,,,,,
2015/04/22 08:45:55.070,,,,,,28.901100158691,,,,29.08424949646,,
2015/04/22 08:46:07.080,,,,29.047620773315,,,,,,,,
2015/04/22 08:46:21.070,,,,,,29.194139480591,,,,29.30403137207,,
2015/04/22 08:46:25.080,,,,29.267400741577,,,,,,,16,
2015/04/22 08:46:49.090,,,,29.523811340332,,29.450550079346,,,,29.633701324463,,
2015/04/22 08:47:14.070,,,,,,29.670330047607,,,,29.853481292725,,
2015/04/22 08:47:18.090,,,,29.780221939087,,,,,,,,
2015/04/22 08:47:26.090,,,,,,,,,,,16,
2015/04/22 08:47:43.070,,,,,,30.000001907349,,,,30.109891891479,,
2015/04/22 08:47:51.110,,,,30.000001907349,,,,,,,,
2015/04/22 08:48:07.050,,,,,,30.256410598755,,,,30.366302490234,,
2015/04/22 08:48:11.070,,,,,16,,,,,,,
2015/04/22 08:48:15.040,,,,30.256410598755,,,,,,,,
2015/04/22 08:48:39.050,,,,,,30.476192474365,,,,30.586082458496,,
2015/04/22 08:48:55.050,,,,30.586082458496,,,,,,,,
2015/04/22 08:49:07.060,,,,,,30.732601165771,,,,30.842493057251,,
2015/04/22 08:49:27.070,,,,30.879121780396,,,,,,,,
2015/04/22 08:49:31.070,,,,,,,,,,31.098901748657,,
2015/04/22 08:49:35.090,,,,,,30.989011764526,,,,,,
2015/04/22 08:49:51.070,,,,,16.199996948242,,,,,,,
2015/04/22 08:49:55.080,,,,31.13553237915,,,,,,,,
2015/04/22 08:50:07.060,,,,,,31.208791732788,,,,,,
2015/04/22 08:50:15.100,,,,,,,,,,31.391942977905,,
2015/04/22 08:50:19.070,,,,,16.400009155273,,,,,,,
2015/04/22 08:50:23.080,,,,,,,,,,,16.199996948242,
2015/04/22 08:50:27.090,,,,,16.100006103516,,,,,,,
2015/04/22 08:50:31.090,,,,31.355312347412,15.800003051758,31.465202331543,,,,,,
2015/04/22 08:50:35.070,,,,,16.199996948242,,,,,,,
2015/04/22 08:50:43.060,,,,,15.800003051758,,,,,,,
2015/04/22 08:50:48.070,,,,,16.100006103516,,,,,,,
2015/04/22 08:50:52.070,,,,,,,,,,31.64835357666,,
2015/04/22 08:50:56.060,5.1587300300598,,,31.684982299805,,31.721612930298,,,,,,
2015/04/22 08:51:00.070,26.343101501465,,,,,,,,,,,
2015/04/22 08:51:05.070,52.411476135254,,,,15.600006103516,,,,,,,
2015/04/22 08:51:09.060,56.13553237915,,,,,,,,,,,
2015/04/22 08:51:13.070,56.929180145264,,,,,,,,,,,
2015/04/22 08:51:17.060,57.539684295654,,,,15,31.391942977905,,,,,,
