,CO2_TIF:CCB_TIF_FT3020.PosSt,CO2_TIF:CCM_TIF_EHSpare01.PosSt,CO2_TIF:CCM_TIF_EHSpare02.PosSt,CO2_TIF:CCB_TIF_PT7024.PosSt,CO2_TIF:CCB_TIF_TT7024.PosSt,CO2_TIF:CCB_TIF_PT7450.PosSt,CO2_TIF:CCB_TIF_FT7524.PosSt,CO2_TIF:CCB_TIF_DT7424.PosSt,CO2_TIF:CCB_TIF_TT7424.PosSt,CO2_TIF:CCB_TIF_PT7056.PosSt,CO2_TIF:CCB_TIF_TT7056.PosSt,
,FT3020.PosSt,EHDL1.PosSt,EHDL2.PosSt,PT7024.PosSt,TT7024.PosSt,PT7450.PosSt,FT7524.PosSt,DT7424.PosSt,TT7424.PosSt,PT7056.PosSt,TT7056.PosSt,
2015/04/07 15:01:39.190,,,,,,,,161.53846740723,,,,
2015/04/07 15:01:39.640,,,,,,,,162.71063232422,,,,
2015/04/07 15:01:40.100,,,,,,,,161.53846740723,,,,
2015/04/07 15:01:40.550,,,,,,,,162.71063232422,,,,
2015/04/07 15:01:43.270,,,,,,,,161.53846740723,,,,
2015/04/07 15:01:43.720,,,,,,,,162.71063232422,,,,
2015/04/07 15:01:44.630,,,,,,,,161.53846740723,,,,
2015/04/07 15:01:45.080,,,,,,,,162.71063232422,,,,
2015/04/07 15:02:24.780,,,,,,57.069599151611,,,,,,
2015/04/07 15:02:24.870,,,,57.032970428467,,,,,,57.179489135742,,
2015/04/07 15:02:29.290,,,,,21.300003051758,,,,,,21.400009155273,
2015/04/07 15:03:52.210,,,,,,,,163.29670715332,,,,
2015/04/07 15:03:54.910,,,,,,,,162.71063232422,,,,
2015/04/07 15:05:58.980,,,,,,,,161.53846740723,,,,
2015/04/07 15:05:59.430,,,,,,,,162.71063232422,,,,
2015/04/07 15:06:06.220,,,,,,,,163.29670715332,,,,
2015/04/07 15:06:10.310,,,,,,,,162.71063232422,,,,
2015/04/07 15:06:39.610,,,,,,,,161.53846740723,,,,
2015/04/07 15:06:40.060,,,,,,,,162.71063232422,,,,
2015/04/07 15:06:58.890,,,,,,56.263740539551,,,,,,
2015/04/07 15:06:59.880,,,,56.043956756592,,,,,,56.190479278564,,
2015/04/07 15:07:02.860,,,,,,55.64102935791,,160.36630249023,,,,
2015/04/07 15:07:04.870,,,,55.82417678833,,,,,,55.970699310303,,
2015/04/07 15:07:06.860,,,,,,55.970699310303,,157.43589782715,,,,
2015/04/07 15:07:10.880,,,,,21,,,155.67765808105,,,,
2015/04/07 15:07:14.880,,,,,,55.531139373779,,,,,21.199996948242,
2015/04/07 15:07:16.880,,,,55.494506835938,,,,,,55.64102935791,,
2015/04/07 15:07:18.870,,,,,,,,154.50549316406,,,,
2015/04/07 15:07:20.880,,,,55.1282081604,,,,,,55.274726867676,,
2015/04/07 15:07:22.880,,,,,,55.091575622559,,152.74725341797,,,,
2015/04/07 15:07:26.870,,,,,,54.725276947021,,151.57508850098,,,,
2015/04/07 15:07:28.890,0.91575092077255,,,54.50549697876,,,,,,54.725276947021,,
2015/04/07 15:07:31.870,,,,,,54.432235717773,,148.64468383789,,,,
2015/04/07 15:07:32.880,3.876678943634,,,,,,,,,,,
2015/04/07 15:07:35.860,,,,,,,,145.71429443359,,,,
2015/04/07 15:07:36.860,4.7008547782898,,,54.285717010498,,,,,,,,
2015/04/07 15:07:39.850,,,,,,54.175827026367,,,,,,
2015/04/07 15:07:40.860,4.2735042572021,,,,,,,,,54.285717010498,,
2015/04/07 15:07:43.880,,,,,,,,143.9560546875,,,,
2015/04/07 15:07:44.860,3.5103785991669,,,54.029304504395,,,,,,,,
2015/04/07 15:07:47.870,,,,,,,,142.78388977051,,,,
2015/04/07 15:07:49.880,2.3809523582458,,,,,,,,,54.065937042236,,
2015/04/07 15:07:51.860,,,,,,53.809524536133,,142.19779968262,,,,
2015/04/07 15:07:53.880,1.7704517841339,,,,,,,,,,,
2015/04/07 15:07:55.860,,,,,20.600006103516,,,141.02563476563,,,,
2015/04/07 15:07:57.890,1.4041514396667,,,53.736267089844,,,,,,,,
2015/04/07 15:07:59.870,,,,,,,,139.85348510742,,,,
2015/04/07 15:08:01.870,,,,,,,,,,53.809524536133,,
2015/04/07 15:08:07.880,,,,,,53.516487121582,,,,,,
2015/04/07 15:08:10.890,0.94627594947815,,,53.47985458374,,,,,,,,
2015/04/07 15:08:11.870,,,,,,,,138.09524536133,,,,
2015/04/07 15:08:13.410,0.18315018713474,,,,,,,,,,,
2015/04/07 15:08:17.060,,,,,,,,,,53.553115844727,,
2015/04/07 15:08:19.880,,,,,,,,136.92308044434,,,,
2015/04/07 15:09:06.320,,,,53.223445892334,,,,,,,,
2015/04/07 15:09:07.870,,,,,,,,136.33700561523,,,,
2015/04/07 15:09:15.870,,,,,,53.223445892334,,135.16484069824,,,21,
2015/04/07 15:09:16.810,,,,,,,,,,53.333335876465,,
2015/04/07 15:09:23.870,,,,,,,,133.99267578125,,,,
2015/04/07 15:09:24.130,,,,53.003665924072,,,,,,,,
2015/04/07 15:09:24.590,,,,,,,,,,53.076927185059,,
2015/04/07 15:09:27.870,,,,,,52.96703338623,,,,,,
2015/04/07 15:09:36.880,,,,,,,,132.82051086426,,,,
2015/04/07 15:09:52.900,,,,,,,,133.99267578125,,,,
2015/04/07 15:09:56.900,,,,,,,,132.82051086426,,,,
2015/04/07 15:10:08.880,,,,,,,,132.23443603516,,,,
2015/04/07 15:10:20.860,,,,,,,,,,,20.800003051758,
